ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
,variable,HMH-THE-ROOT-POUCH-8ED9,The Root Pouch,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Pots & Containers,,,https://hmoonhydro.com/wp-content/uploads/2019/08/Root-Pouch.jpg,,,,,,,,,0,,Size,1 | 10 | 2 | 3 | 7,1,1
,variation,hmh01127,,1,,,,,,,taxable,,1,,,0,,1,1,1,1,,,,1,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/Root-Pouch.jpg,,,HMH-THE-ROOT-POUCH-8ED9,,,,,,0,,Size,1,,1
,variation,hmh01128,,1,,,,,,,taxable,,1,,,0,,1,1,1,1,,,,1.41,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/Root-Pouch.jpg,,,HMH-THE-ROOT-POUCH-8ED9,,,,,,1,,Size,2,,1
,variation,hmh01129,,1,,,,,,,taxable,,1,,,0,,1,1,1,1,,,,1.94,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/Root-Pouch.jpg,,,HMH-THE-ROOT-POUCH-8ED9,,,,,,2,,Size,3,,1
,variation,hmh01131,,1,,,,,,,taxable,,1,,,0,,1,1,1,1,,,,3.59,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/Root-Pouch.jpg,,,HMH-THE-ROOT-POUCH-8ED9,,,,,,3,,Size,7,,1
,variation,hmh01132,,1,,,,,,,taxable,,1,,,0,,1,1,1,1,,,,4.69,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/Root-Pouch.jpg,,,HMH-THE-ROOT-POUCH-8ED9,,,,,,4,,Size,10,,1
,variable,HMH-FLORAKLEEN-0625,FloraKleen,1,0,visible,"FloraKleen 1 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable p","FloraKleen 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/02cbef10__FloraKleen.jpg,,,,,,,,,0,,Size,1 | 2.5 | 6,1,1
,variation,hmh00232,,1,,,,"FloraKleen 1 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,11.5,12,8,8,,,,24.29,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/02cbef10__FloraKleen.jpg,,,HMH-FLORAKLEEN-0625,,,,,,0,,Size,1,,1
,variation,hmh00233,,1,,,,"FloraKleen 2.5 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,29,16,10,7,,,,57.65,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/02cbef10__FloraKleen.jpg,,,HMH-FLORAKLEEN-0625,,,,,,1,,Size,2.5,,1
,variation,hmh00234,,1,,,,"FloraKleen 6 by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,66,18,12,12,,,,131.50,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/02cbef10__FloraKleen.jpg,,,HMH-FLORAKLEEN-0625,,,,,,2,,Size,6,,1
,variable,HMH-BLOOM-NATURAL-348C,Bloom Natural,1,0,visible,Bloom Natural 2.5 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies c,"Bloom Natural 2.5 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/14de793d__humboldt_bloom_natural.jpg,,,,,,,,,0,Nickel City Wholesale Garden Supply,Size,15 | 2.5 | 5,1,1
,variation,hmh00404,,1,,,,"Bloom Natural 2.5 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,25,10,7,16,,,,222.30,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/14de793d__humboldt_bloom_natural.jpg,,,HMH-BLOOM-NATURAL-348C,,,,,,0,,Size,2.5,,1
,variation,hmh00405,,1,,,,"Bloom Natural 5 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,50,12,12,16,,,,421.20,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/14de793d__humboldt_bloom_natural.jpg,,,HMH-BLOOM-NATURAL-348C,,,,,,1,,Size,5,,1
,variation,hmh00406,,1,,,,"Bloom Natural 15 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,150,24,24,24,,,,1170.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/14de793d__humboldt_bloom_natural.jpg,,,HMH-BLOOM-NATURAL-348C,,,,,,2,,Size,15,,1
,variable,HMH-MAYAN-MICROZYME-1CE0,Mayan Microzyme,1,0,visible,"Mayan Microzyme 4 by Mayan Microzyme is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this produc","Mayan Microzyme 16 by Mayan Microzyme is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/24ec72b3__humboldt_mayan.jpg,,,,,,,,,0,Mayan Microzyme,Size,16 | 4 | 8,1,1
,variation,hmh00416,,1,,,,"Mayan Microzyme 4 by Mayan Microzyme is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,0.25,1,3,3,,,,20.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/24ec72b3__humboldt_mayan.jpg,,,HMH-MAYAN-MICROZYME-1CE0,,,,,,0,,Size,4,,1
,variation,hmh00417,,1,,,,"Mayan Microzyme 8 by Mayan Microzyme is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,0.5,1.5,4,4,,,,32.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/24ec72b3__humboldt_mayan.jpg,,,HMH-MAYAN-MICROZYME-1CE0,,,,,,1,,Size,8,,1
,variation,hmh00418,,1,,,,"Mayan Microzyme 16 by Mayan Microzyme is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1,2,6,6,,,,45.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/24ec72b3__humboldt_mayan.jpg,,,HMH-MAYAN-MICROZYME-1CE0,,,,,,2,,Size,16,,1
,variable,HMH-MAX-FAN-D943,"Max-Fan,",1,0,visible,"Max-Fan, 675 CFM by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliab","Max-Fan, 1023 CFM by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,airflow,,,https://hmoonhydro.com/wp-content/uploads/2019/08/max-fan.jpg,,,,,,,,,0,,CFM,1023 | 1709 | 675,1,1
,variation,hmh00806,,1,,,,"Max-Fan, 675 CFM by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,8,9,9,14,,,115.00,286.65,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/max-fan.jpg,,,HMH-MAX-FAN-D943,,,,,,0,,CFM,675,,1
,variation,hmh00807,,1,,,,"Max-Fan, 1023 CFM by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,9,11,11,14,,,199.00,433.31,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/max-fan.jpg,,,HMH-MAX-FAN-D943,,,,,,1,,CFM,1023,,1
,variation,hmh00808,,1,,,,"Max-Fan, 1709 CFM by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,10,13,13,14,,,299.00,526.64,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/max-fan.jpg,,,HMH-MAX-FAN-D943,,,,,,2,,CFM,1709,,1
,variable,HMH-PH-UP-D827,pH-Up,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,pH/EC/TDS Meters & Solutions,,,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,,,,,,,0,,Size,1 | 8,1,1
,variation,hmh00979,,1,,,,,,,taxable,,0,,,0,,1,4,2,2,,,,7.54,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,HMH-PH-UP-D827,,,,,,0,,Size,8,,1
,variation,hmh00980,,1,,,,,,,taxable,,0,,,0,,3,12,4,4,,,,11.39,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,HMH-PH-UP-D827,,,,,,1,,Size,1,,1
,variation,hmh00981,,1,,,,,,,taxable,,0,,,0,,10,12,8,8,,,,26.9,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/pHSeries.jpg,,,HMH-PH-UP-D827,,,,,,2,,Size,1,,1
,variable,HMH-B-52-VITAMIN-B305,B-52 Vitamin,1,0,visible,"B-52 Vitamin (1 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers relia","B-52 Vitamin (2.5 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedB52Booster.jpg,,,,,,,,,0,,Size,1 | 1 lt | 2.5,1,1
,variation,hmh01021,,1,,,,"<p>B-52 Vitamin (1 lt) is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,3,4,4,8,,,,44.60,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedB52Booster.jpg,,,HMH-B-52-VITAMIN-B305,,,,,,0,,Size,1 lt,,1
,variation,hmh01022,,1,,,,"B-52 Vitamin (1 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,12,4,4,8,,,,136.76,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedB52Booster.jpg,,,HMH-B-52-VITAMIN-B305,,,,,,1,,Size,1,,1
,variation,hmh01023,,1,,,,"B-52 Vitamin (2.5 ) by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,28,4,4,8,,,,330.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedB52Booster.jpg,,,HMH-B-52-VITAMIN-B305,,,,,,2,,Size,2.5,,1
,variable,HMH-BIG-BUD-BLOOM-BOOSTER-7892,Big Bud Bloom Booster,1,0,visible,"Big Bud Bloom Booster (1 lt) is a professional-grade plant nutrient for hydroponic and soil growing. Made by H Moon Hydro, this formula delivers essen","<p>Big Bud Bloom Booster (1 lt) is a professional-grade plant nutrient for hydroponic and soil growing. Made by H Moon Hydro, this formula delivers essential elements for optimal plant growth. Compatible with all growing media.</p>",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBigBudLiquid.jpg,,,,,,,,,0,Big Bud,Size,1 | 1 lt | 2.5,1,1
,variation,hmh01026,,1,,,,"<p>Big Bud Bloom Booster (1 lt) is a professional-grade plant nutrient for hydroponic and soil growing. Made by H Moon Hydro, this formula delivers essential elements for optimal plant growth. Compatible with all growing media.</p>",,,taxable,,0,0,,0,,3,4,4,8,,,,45.62,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBigBudLiquid.jpg,,,HMH-BIG-BUD-BLOOM-BOOSTER-7892,,,,,,0,,Size,1 lt,,1
,variation,hmh01027,,1,,,,"Big Bud Bloom Booster (1 ) by Big Bud is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,12,4,4,8,,,,136.76,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBigBudLiquid.jpg,,,HMH-BIG-BUD-BLOOM-BOOSTER-7892,,,,,,1,,Size,1,,1
,variation,hmh01028,,1,,,,"Big Bud Bloom Booster (2.5 ) by Big Bud is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,28,4,4,8,,,,330.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBigBudLiquid.jpg,,,HMH-BIG-BUD-BLOOM-BOOSTER-7892,,,,,,2,,Size,2.5,,1
,variable,HMH-SENSIZYM-88DD,Sensizym,1,0,visible,"Sensizym (1 lt) is a professional-grade plant nutrient for hydroponic and soil growing. Made by H Moon Hydro, this formula delivers essential elements","<p>Sensizym (1 lt) is a professional-grade plant nutrient for hydroponic and soil growing. Made by H Moon Hydro, this formula delivers essential elements for optimal plant growth. Compatible with all growing media.</p>",,,taxable,,1,,,0,0,,,,,1,,,,nutrients,,,https://hmoonhydro.com/wp-content/uploads/2026/02/41ed2429__anSensiZym.jpg,,,,,,,,,0,Sensi,Size,1 | 1 lt | 2.5,1,1
,variation,hmh01060,,1,,,,"<p>Sensizym (1 lt) is a professional-grade plant nutrient for hydroponic and soil growing. Made by H Moon Hydro, this formula delivers essential elements for optimal plant growth. Compatible with all growing media.</p>",,,taxable,,0,0,,0,,3,4,4,8,,,,35.68,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/41ed2429__anSensiZym.jpg,,,HMH-SENSIZYM-88DD,,,,,,0,,Size,1 lt,,1
,variation,hmh01061,,1,,,,"Sensizym (1 ) by Sensi is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,12,4,4,8,,,,110.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/a13bf5bb__sensizym_bg.jpg,,,HMH-SENSIZYM-88DD,,,,,,1,,Size,1,,1
,variation,hmh01062,,1,,,,"Sensizym (2.5 ) by Sensi is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,28,4,4,8,,,,243.80,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/a13bf5bb__sensizym_bg.jpg,,,HMH-SENSIZYM-88DD,,,,,,2,,Size,2.5,,1
,variable,HMH-MONDI-SUPER-SAUCER-55FB,Mondi Super Saucer,1,0,visible,"Mondi Super Saucer 10 is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.","<p>Mondi Super Saucer 10 is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,1,,,0,0,,,,,1,,,,containers_pots,,,https://hmoonhydro.com/wp-content/uploads/2019/08/mondi-super-sausers.jpg,,,,,,,,,0,Nickel City Wholesale Garden Supply,Size,10 | 12 | 14,1,1
,variation,hmh01191,,1,,,,"<p>Mondi Super Saucer 10 is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,0.5,10,10,0.5,,,,1.50,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/mondi-super-sausers.jpg,,,HMH-MONDI-SUPER-SAUCER-55FB,,,,,,0,,Size,10,,1
,variation,hmh01192,,1,,,,"<p>Mondi Super Saucer 12 is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,0.5,12,12,0.5,,,,2.00,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/mondi-super-sausers.jpg,,,HMH-MONDI-SUPER-SAUCER-55FB,,,,,,1,,Size,12,,1
,variation,hmh01193,,1,,,,"<p>Mondi Super Saucer 14 is a quality product for indoor gardening. From H Moon Hydro, designed for reliable performance and professional results.</p>",,,taxable,,0,0,,0,,0.5,14,14,0.5,,,,2.50,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/mondi-super-sausers.jpg,,,HMH-MONDI-SUPER-SAUCER-55FB,,,,,,2,,Size,14,,1
,variable,HMH-PH-PERFECT-SENSI-BLOOM-PA-9A91,pH Perfect Sensi Bloom part A,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Nutrients & Supplements > Advanced Nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomAB042312.jpg,,,,,,,,,0,,Size,1 Gallon | 1 lt | 2.5 Gallon,1,1
,variation,hmh01212,,1,,,,,,,taxable,,1,,,0,,3,0,0,0,,,,15.6,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomAB042312.jpg,,,HMH-PH-PERFECT-SENSI-BLOOM-PA-9A91,,,,,,0,,Size,1 lt,,1
,variation,hmh01213,,1,,,,,,,taxable,,1,,,0,,12,0,0,0,,,,40.56,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomAB042312.jpg,,,HMH-PH-PERFECT-SENSI-BLOOM-PA-9A91,,,,,,1,,Size,1 Gallon,,1
,variation,hmh01214,,1,,,,,,,taxable,,1,,,0,,28,0,0,0,,,,82.5,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomAB042312.jpg,,,HMH-PH-PERFECT-SENSI-BLOOM-PA-9A91,,,,,,2,,Size,2.5 Gallon,,1
,variable,HMH-PH-PERFECT-SENSI-BLOOM-PA-F404,pH Perfect Sensi Bloom part B,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Nutrients & Supplements > Advanced Nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomAB042312.jpg,,,,,,,,,0,,Size,1 Gallon | 1 lt | 2.5 Gallon,1,1
,variation,hmh01215,,1,,,,,,,taxable,,1,,,0,,3,0,0,0,,,,15.6,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomAB042312.jpg,,,HMH-PH-PERFECT-SENSI-BLOOM-PA-F404,,,,,,0,,Size,1 lt,,1
,variation,hmh01216,,1,,,,,,,taxable,,1,,,0,,12,0,0,0,,,,40.56,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomAB042312.jpg,,,HMH-PH-PERFECT-SENSI-BLOOM-PA-F404,,,,,,1,,Size,1 Gallon,,1
,variation,hmh01217,,1,,,,,,,taxable,,1,,,0,,28,0,0,0,,,,82.5,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomAB042312.jpg,,,HMH-PH-PERFECT-SENSI-BLOOM-PA-F404,,,,,,2,,Size,2.5 Gallon,,1
,variable,HMH-PH-PERFECT-SENSI-GROW-PAR-EE8D,pH Perfect Sensi Grow part A,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Nutrients & Supplements > Advanced Nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiGrowAB042312.jpg,,,,,,,,,0,,Size,1 Gallon | 1 lt | 2.5 Gallon,1,1
,variation,hmh01218,,1,,,,,,,taxable,,1,,,0,,3,0,0,0,,,,15.6,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiGrowAB042312.jpg,,,HMH-PH-PERFECT-SENSI-GROW-PAR-EE8D,,,,,,0,,Size,1 lt,,1
,variation,hmh01219,,1,,,,,,,taxable,,1,,,0,,12,0,0,0,,,,40.56,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiGrowAB042312.jpg,,,HMH-PH-PERFECT-SENSI-GROW-PAR-EE8D,,,,,,1,,Size,1 Gallon,,1
,variation,hmh01220,,1,,,,,,,taxable,,1,,,0,,28,0,0,0,,,,82.5,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiGrowAB042312.jpg,,,HMH-PH-PERFECT-SENSI-GROW-PAR-EE8D,,,,,,2,,Size,2.5 Gallon,,1
,variable,HMH-PH-PERFECT-SENSI-GROW-PAR-7B35,pH Perfect Sensi Grow part B,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Nutrients & Supplements > Advanced Nutrients,,,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiGrowAB042312.jpg,,,,,,,,,0,,Size,1 Gallon | 1 lt | 2.5 Gallon,1,1
,variation,hmh01221,,1,,,,,,,taxable,,1,,,0,,3,0,0,0,,,,15.6,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiGrowAB042312.jpg,,,HMH-PH-PERFECT-SENSI-GROW-PAR-7B35,,,,,,0,,Size,1 lt,,1
,variation,hmh01222,,1,,,,,,,taxable,,1,,,0,,12,0,0,0,,,,40.56,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiGrowAB042312.jpg,,,HMH-PH-PERFECT-SENSI-GROW-PAR-7B35,,,,,,1,,Size,1 Gallon,,1
,variation,hmh01223,,1,,,,,,,taxable,,1,,,0,,28,0,0,0,,,,82.5,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiGrowAB042312.jpg,,,HMH-PH-PERFECT-SENSI-GROW-PAR-7B35,,,,,,2,,Size,2.5 Gallon,,1
,variable,HMH-SUNBLASTER-2C0E,SunBlaster,1,0,visible,"SunBlaster 25 watt green Visual lamp-standard socket is a high-performance grow light for indoor cultivation. From H Moon Hydro, this fixture provides","<p>SunBlaster 25 watt green Visual lamp-standard socket is a high-performance grow light for indoor cultivation. From H Moon Hydro, this fixture provides optimal spectrum for vegetative growth and flowering. Energy efficient with reliable performance.</p>",,,taxable,,1,,,0,0,,,,,1,,,,hid_bulbs,,,https://hmoonhydro.com/wp-content/uploads/2026/02/New-SunBlaster-CFL-55125200-watt-web-198x200-1.jpg,,,,,,,,,0,Nickel City Wholesale Garden Supply,Wattage,125 | 200 | 25,1,1
,variation,hmh01439,,1,,,,"<p>SunBlaster 25 watt green Visual lamp-standard socket is a high-performance grow light for indoor cultivation. From H Moon Hydro, this fixture provides optimal spectrum for vegetative growth and flowering. Energy efficient with reliable performance.</p>",,,taxable,,0,0,,0,,6.61,24,24,6,,,,9.88,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/New-SunBlaster-CFL-55125200-watt-web-198x200-1.jpg,,,HMH-SUNBLASTER-2C0E,,,,,,0,,Wattage,25,,1
,variation,hmh01704,,1,,,,"Sunblaster 125W CF 2500k by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,6.61,12,6,6,,,,59.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/New-SunBlaster-CFL-55125200-watt-web-198x200-1.jpg,,,HMH-SUNBLASTER-2C0E,,,,,,1,,Wattage,125,,1
,variation,hmh01705,,1,,,,"Sunblaster 200W CF 6400k by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,6.61,12,6,6,,,,109.95,,,Domestic,https://hmoonhydro.com/wp-content/uploads/2026/02/New-SunBlaster-CFL-55125200-watt-web-198x200-1.jpg,,,HMH-SUNBLASTER-2C0E,,,,,,2,,Wattage,200,,1
,variable,HMH-NOISE-REDUCTION-CLAMP-7E6C,Noise Reduction Clamp,1,0,visible,"Noise Reduction Clamp 4 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category,","Noise Reduction Clamp 4 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,Environment Control,,,,,,,,,,,,0,Sunlight Supply inc.,Size,4 | 6 | 8,1,1
,variation,2575,,1,,,,"Noise Reduction Clamp 4 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,2,,0,,1.1,24,24,6,,,,10.06,,,Domestic,,,,HMH-NOISE-REDUCTION-CLAMP-7E6C,,,,,,0,,Size,4,,1
,variation,2576,,1,,,,"Noise Reduction Clamp 6 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1.1,24,24,6,,,,10.70,,,Domestic,,,,HMH-NOISE-REDUCTION-CLAMP-7E6C,,,,,,1,,Size,6,,1
,variation,2577,,1,,,,"Noise Reduction Clamp 8 by Sunlight Supply inc. is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,1.1,24,24,6,,,,11.68,,,Domestic,,,,HMH-NOISE-REDUCTION-CLAMP-7E6C,,,,,,2,,Size,8,,1
,variable,HMH-PRE-FILTER-PRO-CFA6,Pre-Filter PRO,1,0,visible,Pre-Filter PRO 100 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies ,"Pre-Filter PRO 100 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,,,0,0,,,,,1,,,,water_filtration,,,https://hmoonhydro.com/wp-content/uploads/2019/08/profilter.jpg,,,,,,,,,0,Nickel City Wholesale Garden Supply,Size,100 | 125 | 150,1,1
,variation,1144,,1,,,,"Pre-Filter PRO 100 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,1,1,,0,,454,24,10,10,,,,22.98,,,LTL Freight,https://hmoonhydro.com/wp-content/uploads/2019/08/profilter.jpg,,,HMH-PRE-FILTER-PRO-CFA6,,,,,,0,,Size,100,,1
,variation,1145,,1,,,,"Pre-Filter PRO 125 by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,taxable,,0,0,,0,,454,24,10,10,,,,24.95,,,LTL Freight,https://hmoonhydro.com/wp-content/uploads/2019/08/profilter.jpg,,,HMH-PRE-FILTER-PRO-CFA6,,,,,,1,,Size,125,,1
