product_id,sku,product_name,categories,current_wrong_image,suggested_google_search,replacement_image_url,notes
74207,162,Liquified Seaweed +Iron Lt,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=liquified+seaweed+iron+hydroponics+product,,
74200,3482,HYGROBEN 500mL,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=hygroben+500ml+hydroponics+product,,
74197,1620,HollandSecret Micro HW Lt.5-0-2,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=hollandsecret+micro+hydroponics+product,,
74193,2070,Hammerhead pk 4/10 Lt,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=hammerhead+hydroponics+product,,
74190,3653,GREEN wash Label 500ml,Commercial Growing | Hydroponic Systems | Organic Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=green+wash+500ml+hydroponics+product,,
74189,3648,GREASE yellow Finisher 1 liter,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=grease+yellow+finisher+hydroponics+product,,
74185,1814,FLOWER BOX F.H.D.4/qts,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=flower+box+qts+hydroponics+product,,
74179,1746,Flame Defender 2kg,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=flame+defender+2kg+hydroponics+product,,
74155,34,Clean Leaf Concentrate 32oz,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=clean+leaf+concentrate+32oz+hydroponics+product,,
74152,1615,Cal-Pow,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=cal+pow+hydroponics+product,,
74141,2344,Azaguard 32oz,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=azaguard+32oz+hydroponics+product,,
72852,HMH-AUTO-11C852,EtOH Pro REV2 Ethanol Botanical Extractor - Odorless Closed-Loop High Volume,Harvesting &amp; Processing,category-drying-extraction.png,https://www.google.com/search?tbm=isch&q=etoh+pro+rev2+ethanol+botanical+extractor+hydroponics+product,,
72804,HMH-AUTO-DBC587,Hawaiian Snow (Feminised) Hawaiian sativa x Laos,Cannabis Seeds,category-cannabis-seeds.png,https://www.google.com/search?tbm=isch&q=hawaiian+snow+feminised+hawaiian+sativa+laos+hydroponics+product,,
72481,hmh01410,Posiedonzyme Quart,Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=posiedonzyme+hydroponics+product,,
72473,hmh01399,Hygeia's Hydration Gallon,Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=hygeia+hydration+gallon+hydroponics+product,,
72423,hmh01326,10 in. hose clamps,Fans &amp; Blowers,category-fans-blowers.png,https://www.google.com/search?tbm=isch&q=hose+clamps+hydroponics+product,,
72411,hmh01287,EJ Meta K Quart,Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=meta+hydroponics+product,,
72191,hmh00940,ON/OFF Switcher 120V,Timers,category-timers.png,https://www.google.com/search?tbm=isch&q=off+switcher+120v+hydroponics+product,,
71826,hmh00328,Suck it Up 4 liter,Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=suck+hydroponics+product,,
71825,hmh00327,Suck it Up 1 liter,Nutrients &amp; Supplements,category-nutrients-supplements.png,https://www.google.com/search?tbm=isch&q=suck+hydroponics+product,,
