id,sku,name,type,categories,img_file,img_url,score,name_tokens,matching_tokens,flag_reason
74396,154,American Pride 4Lb,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,718578-01_1.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/718578-01_1.jpg,0.000,american pride,,LOW_SCORE (0.00)
74395,3549,Amber Label * Sativa,simple,Hydroponic Systems | Indoor Growing | Organic Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,amber label sativa,,LOW_SCORE (0.00)
74391,2260,Alice's Garden,variable,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,alice garden,,LOW_SCORE (0.00)
74390,HMH-NUT-UVX881,Alfa Grease * Alfalfa Extract,simple,Hydroponic Systems | Indoor Growing | Organic Growing | Nutrients &amp; Supplements,growfer001-2.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/growfer001-2.jpg,0.000,alfa alfalfa extract grease,,LOW_SCORE (0.00)
74389,3446,Airstone med. round,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,airstone med round,,LOW_SCORE (0.00)
74388,1951,AiroFlow Hood,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,airoflow hood,,LOW_SCORE (0.00)
74386,907,Air Stone 4,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,Horticulture-Grow-Hydroponics-ActiveAqua-AirStoneRound41-Main.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/Horticulture-Grow-Hydroponics-ActiveAqua-AirStoneRound41-Main.jpg,0.000,air stone,,LOW_SCORE (0.00)
74385,2302,Air Stone (FHD),simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,Horticulture-Grow-Hydroponics-ActiveAqua-AirStoneRound81-Main.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/Horticulture-Grow-Hydroponics-ActiveAqua-AirStoneRound81-Main.jpg,0.000,air fhd stone,,LOW_SCORE (0.00)
74384,2074,AGS 9 Square Pot 3gal,simple,Containers &amp; Pots | Hydroponic Systems | Indoor Growing | Plastic Pots,activeaqua-9x9squarewhite-01.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/activeaqua-9x9squarewhite-01.jpg,0.000,ags pot square,,LOW_SCORE (0.00)
74383,2075,AGS 7 Square Pot 2gal,simple,Containers &amp; Pots | Hydroponic Systems | Indoor Growing | Plastic Pots,activeaqua-7x7squarewhite-01.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/activeaqua-7x7squarewhite-01.jpg,0.000,ags pot square,,LOW_SCORE (0.00)
74381,HMH-AGROWLYT-23826BC7,AGrowlyte Plant Wash 30,variable,Indoor Growing | Organic Growing | Pest &amp; Disease Control,OL30.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/OL30.jpg,0.000,agrowlyte plant wash,,LOW_SCORE (0.00)
74380,HMH-AGROWLYT-5C5C609C,AgrowLyte Plant Wash,variable,Indoor Growing | Organic Growing | Pest &amp; Disease Control,tec101_1-1.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/tec101_1-1.jpg,0.000,agrowlyte plant wash,,LOW_SCORE (0.00)
74377,3657,Agrowlyte 32 .(RTU) plantwash,variable,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,rbb-dm_group_1-scaled.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/rbb-dm_group_1-scaled.jpg,0.000,agrowlyte plantwash rtu,,LOW_SCORE (0.00)
74376,2588,Agrotech Magnum Double ended,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,HPS-Grow-Light-Agrosun-DEHPS1000W-Main.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/HPS-Grow-Light-Agrosun-DEHPS1000W-Main.jpg,0.000,agrotech double ended magnum,,LOW_SCORE (0.00)
74375,1568,Agromax MH Warm,simple,Grow Lights &amp; Ballasts | Hid Lighting | Hydroponic Systems | Indoor Growing,category-hid-lighting.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-hid-lighting.png,0.000,agromax mh warm,,LOW_SCORE (0.00)
74374,1569,Agromax MH Conversion,variable,Grow Lights &amp; Ballasts | Hid Lighting | Hydroponic Systems | Indoor Growing,category-hid-lighting.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-hid-lighting.png,0.000,agromax conversion mh,,LOW_SCORE (0.00)
74373,1942,AgroLED SunLED 48 Strip Light,simple,Grow Lights &amp; Ballasts | Hydroponic Systems | Indoor Growing | Led Grow Lights,hem-hats-add-1-e1720219422363.jpg,https://hmoonhydro.com/wp-content/uploads/2024/07/hem-hats-add-1-e1720219422363.jpg,0.000,agroled light strip sunled,,LOW_SCORE (0.00)
74370,3484,Aeromixer Moves 1600GPH,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,aeromixer moves,,LOW_SCORE (0.00)
74369,482,AEROFLO Float Valve,simple,Hydroponic Systems | Indoor Growing | Water &amp; Filtration,Horiculture-Grow-Mycology-HouseofHydro-FloatValve-Main.png,https://hmoonhydro.com/wp-content/uploads/2026/02/Horiculture-Grow-Mycology-HouseofHydro-FloatValve-Main.png,0.000,aeroflo float valve,,LOW_SCORE (0.00)
74364,3065,Actinovate®L & G Fungicide,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,120799.png,https://hmoonhydro.com/wp-content/uploads/2026/02/120799.png,0.000,actinovate fungicide,,LOW_SCORE (0.00)
74363,3626,Acid Mix 4-3-6 - - 3pk of,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,jjlqkak6gqd07aamrlrm.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/jjlqkak6gqd07aamrlrm.jpg,0.000,acid mix pk,,LOW_SCORE (0.00)
74362,3627,ACID MIX 15 /4-3-6,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,jjlqkak6gqd07aamrlrm-1.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/jjlqkak6gqd07aamrlrm-1.jpg,0.000,acid mix,,LOW_SCORE (0.00)
74357,2008,940w Plantmax Conversion,variable,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,conversion plantmax,,LOW_SCORE (0.00)
74353,2603,8 Valve Chrome Air Manifold,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,728005-01_1.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/728005-01_1.jpg,0.000,air chrome manifold valve,,LOW_SCORE (0.00)
74352,1178,8 teri 24 drying rackZIPPERS,simple,Hydroponic Systems | Indoor Growing | Harvesting &amp; Processing,ac-dra68-01_3.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/ac-dra68-01_3.jpg,0.000,drying rackzippers teri,,LOW_SCORE (0.00)
74348,1809,6-Outlet Plastic Manifold,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,728447-01_1.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/728447-01_1.jpg,0.000,manifold outlet plastic,,LOW_SCORE (0.00)
74347,2875,58 Mogal Socket H.I.D,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,mogal socket,,LOW_SCORE (0.00)
74345,2125,5/Shut Off Valve,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,nm6im6fqeqxlobu0nlrx.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/nm6im6fqeqxlobu0nlrx.jpg,0.000,off shut valve,,LOW_SCORE (0.00)
74343,1992,4HO Thermo/Contolled 110V 3 sp,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,centurionpro-centurionpro-original-wet-dry-bud-trimming-machine-38224607051992_2048x-1000x1000-1.webp,https://hmoonhydro.com/wp-content/uploads/2026/02/centurionpro-centurionpro-original-wet-dry-bud-trimming-machine-38224607051992_2048x-1000x1000-1.webp,0.000,contolled ho sp thermo,,LOW_SCORE (0.00)
74340,1467,40gal Reservoir Lid,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,115gallonbotanicarepremiumlid_1.png,https://hmoonhydro.com/wp-content/uploads/2026/02/115gallonbotanicarepremiumlid_1.png,0.000,lid reservoir,,LOW_SCORE (0.00)
74339,1808,4-Outlet Plastic Manifold,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,728446-01_1.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/728446-01_1.jpg,0.000,manifold outlet plastic,,LOW_SCORE (0.00)
74338,1989,4 x 4 jiffy pots (10/$3.00),simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,kxih9gazr86zkhgkyiwv.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/kxih9gazr86zkhgkyiwv.jpg,0.000,jiffy pots,,LOW_SCORE (0.00)
74336,2601,4 Valve Chrome Air Manifold,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,728005-01_1-2.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/728005-01_1-2.jpg,0.000,air chrome manifold valve,,LOW_SCORE (0.00)
74334,2397,3Gal Bucket,variable,Containers &amp; Pots | Hydroponic Systems | Indoor Growing,category-indoor-growing.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-indoor-growing.png,0.000,bucket,,LOW_SCORE (0.00)
74330,3068,360 Trigger Sprayer,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,708583-01_1.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/708583-01_1.jpg,0.000,sprayer trigger,,LOW_SCORE (0.00)
74329,1548,360 Spinner Sprayers,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,708190-01_1.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/708190-01_1.jpg,0.000,spinner sprayers,,LOW_SCORE (0.00)
74327,3258,315 Supreme-Lux Flower 4K lamp,simple,Grow Lights &amp; Ballasts | Hid Lighting | Hydroponic Systems | Indoor Growing,901642-02.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/901642-02.jpg,0.000,flower lamp lux supreme,,LOW_SCORE (0.00)
74326,2951,315 Sunplix Remote Ballast,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,906272-01_1-1.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/906272-01_1-1.jpg,0.000,ballast remote sunplix,,LOW_SCORE (0.00)
74325,2787,315 Socket set Adapter,simple,Cmh Lec | Grow Lights &amp; Ballasts | Hydroponic Systems | Indoor Growing,708878-02.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/708878-02.jpg,0.000,adapter socket,,LOW_SCORE (0.00)
74322,2611,3/to 1/Reducer Fitting,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,738272-01.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/738272-01.jpg,0.000,fitting reducer,,LOW_SCORE (0.00)
74321,3074,3/to 1/2/'compresion coupler,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,compresion coupler,,LOW_SCORE (0.00)
74320,2115,3/Thru H0le,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,le thru,,LOW_SCORE (0.00)
74319,1032,3/inlet,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,inlet,,LOW_SCORE (0.00)
74318,1982,3/4  tee,simple,Hydroponic Systems | Indoor Growing | Nutrients &amp; Supplements,category-nutrients-supplements.png,https://hmoonhydro.com/wp-content/uploads/2026/02/category-nutrients-supplements.png,0.000,tee,,LOW_SCORE (0.00)
