Handle,Product_Name,Product_Type,Status,Published_Date,Tags,Vendor,Description,SEO_Title,SEO_Description,Variant_Title,Variant_SKU,Variant_Price,Variant_Compare_Price,Variant_Inventory,Variant_Weight,Variant_Weight_Unit,Variant_Requires_Shipping,Variant_Taxable,Variant_Option1_Name,Variant_Option1,Variant_Fulfillment_Service,Variant_Inventory_Policy,Variant_Inventory_Tracker,Variant_Barcode,Image_URL
ton-o-bud-0-10-6,Ton O Bud 0-10-6,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>Ton O Bud 0-10-6 <b> the original! A late flowering additive that is ideal for soil/soilless mediums. Known and recognized throughout the indoor gardening world, the name says it all! This specially formulated powder, has been turbo milled for ultimate solubility (will dissolve fully, even in cold water). </b></b>

To be used in conjunction with Bud Start for an ideal flower set. High levels of phosphorus and potassium. Is a concentrated nutrient additive. Speeds up the development of flower bud set.
<ul>
 	<li>Increase quality and heavy fruit load. Forces abundant flowering. Helps facilitate ripening in annual plants.Compatible with all quality brand name nutrients.</li>
</ul>",,,Liquid Ton O Bud 6 gal,hmh01851,324.95,,0,180.00,lb,True,True,Variant,6 gal,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/ton-o-bud-family.jpg
the-hammer,The Hammer,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>The Hammer</b> stops Vertical Growth, while allowing the plant to continue develop sturdy lush growth with strong stems and shortened intervals between nodes.

The Hammer is a food grade product and is safe for plants meant for human consumption. Applications are once for short plants(18-24 inches) twice for taller plants (30 inches and more.) Above all hammer is developed by growers, for growers.",,,The Hammer 20 gm,hmh00339,41.01,,0,0.10,lb,True,True,Variant,20 gm,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/Liquid-Hammer-Group_001.jpg
the-hammer,The Hammer,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>The Hammer</b> stops Vertical Growth, while allowing the plant to continue develop sturdy lush growth with strong stems and shortened intervals between nodes.

The Hammer is a food grade product and is safe for plants meant for human consumption. Applications are once for short plants(18-24 inches) twice for taller plants (30 inches and more.) Above all hammer is developed by growers, for growers.",,,The Hammer 100 gm,hmh00340,169.95,,0,0.50,lb,True,True,Variant,100 gm,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/Liquid-Hammer-Group_001.jpg
humboldt-grow-2-1-6,Humboldt Grow 2-1-6,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three-part nutrients can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS: </b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated forms.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i>

<b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>2.00% Total Nitrogen (N)</li>
 	<li>0.20% Ammoniacal Nitrogen</li>
 	<li>1.80% Nitrate Nitrogen</li>
 	<li>1.00% Available Phosphate (P2O5)</li>
 	<li>6.00% Soluble Potash (K2O)</li>
 	<li>0.50% Magnesium (Mg)</li>
 	<li>0.50% Soluble Magnesium</li>
</ul>",,,Humboldt Grow 1 qt,hmh00341,11.70,,0,3.00,lb,True,True,Variant,1 qt,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_grow.jpg
humboldt-grow-2-1-6,Humboldt Grow 2-1-6,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three-part nutrients can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS: </b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated forms.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i>

<b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>2.00% Total Nitrogen (N)</li>
 	<li>0.20% Ammoniacal Nitrogen</li>
 	<li>1.80% Nitrate Nitrogen</li>
 	<li>1.00% Available Phosphate (P2O5)</li>
 	<li>6.00% Soluble Potash (K2O)</li>
 	<li>0.50% Magnesium (Mg)</li>
 	<li>0.50% Soluble Magnesium</li>
</ul>",,,Humboldt Grow 1 gal,hmh00342,29.84,,0,12.00,lb,True,True,Variant,1 gal,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_grow.jpg
humboldt-grow-2-1-6,Humboldt Grow 2-1-6,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three-part nutrients can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS: </b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated forms.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i>

<b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>2.00% Total Nitrogen (N)</li>
 	<li>0.20% Ammoniacal Nitrogen</li>
 	<li>1.80% Nitrate Nitrogen</li>
 	<li>1.00% Available Phosphate (P2O5)</li>
 	<li>6.00% Soluble Potash (K2O)</li>
 	<li>0.50% Magnesium (Mg)</li>
 	<li>0.50% Soluble Magnesium</li>
</ul>",,,Humboldt Grow 2.5 gal,hmh00343,65.52,,0,30.00,lb,True,True,Variant,2.5 gal,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_grow.jpg
humboldt-grow-2-1-6,Humboldt Grow 2-1-6,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three-part nutrients can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS: </b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated forms.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i>

<b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>2.00% Total Nitrogen (N)</li>
 	<li>0.20% Ammoniacal Nitrogen</li>
 	<li>1.80% Nitrate Nitrogen</li>
 	<li>1.00% Available Phosphate (P2O5)</li>
 	<li>6.00% Soluble Potash (K2O)</li>
 	<li>0.50% Magnesium (Mg)</li>
 	<li>0.50% Soluble Magnesium</li>
</ul>",,,Humboldt Grow 5 gal,hmh00344,117.00,,0,60.00,lb,True,True,Variant,Humboldt Grow 5 gal,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_grow.jpg
humboldt-micro-5-0-1,Humboldt Micro 5-0-1,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three part nutrients can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS:</b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated form.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i>

<b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>5.00% Total Nitrogen (N)</li>
 	<li>5.00% Nitrate Nitrogen</li>
 	<li>1.00% Soluble Potash (K20)</li>
 	<li>5.00% Calcium (Ca)</li>
 	<li>0.50% Iron (Fe)</li>
 	<li>0.10% Zinc (Zn)</li>
 	<li>0.05% Manganese (Mn)</li>
 	<li>0.001% Molybdenum (Mo)</li>
 	<li>0.0005% Cobalt (Co)</li>
</ul>
DERIVED FROM: <i>Calcium Nitrate, Cobalt Nitrate, Potassium Nitrate, Calcium Carbonate, Potassium Carbonate, Iron EDTA, Iron DPTA, Iron EDDHA, Manganese EDTA, Molybdenum EDTA, Cobalt EDTA, and Zinc EDTA.</i>",,,Humboldt Micro 1 qt,hmh00345,15.80,,0,3.00,lb,True,True,Variant,1 qt,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_micro.jpg
humboldt-micro-5-0-1,Humboldt Micro 5-0-1,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three part nutrients can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS:</b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated form.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i>

<b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>5.00% Total Nitrogen (N)</li>
 	<li>5.00% Nitrate Nitrogen</li>
 	<li>1.00% Soluble Potash (K20)</li>
 	<li>5.00% Calcium (Ca)</li>
 	<li>0.50% Iron (Fe)</li>
 	<li>0.10% Zinc (Zn)</li>
 	<li>0.05% Manganese (Mn)</li>
 	<li>0.001% Molybdenum (Mo)</li>
 	<li>0.0005% Cobalt (Co)</li>
</ul>
DERIVED FROM: <i>Calcium Nitrate, Cobalt Nitrate, Potassium Nitrate, Calcium Carbonate, Potassium Carbonate, Iron EDTA, Iron DPTA, Iron EDDHA, Manganese EDTA, Molybdenum EDTA, Cobalt EDTA, and Zinc EDTA.</i>",,,Humboldt Micro  2.5 gal,hmh00348,83.06,,0,30.00,lb,True,True,Variant,2.5 gal,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_micro.jpg
humboldt-micro-5-0-1,Humboldt Micro 5-0-1,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three part nutrients can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS:</b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated form.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i>

<b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>5.00% Total Nitrogen (N)</li>
 	<li>5.00% Nitrate Nitrogen</li>
 	<li>1.00% Soluble Potash (K20)</li>
 	<li>5.00% Calcium (Ca)</li>
 	<li>0.50% Iron (Fe)</li>
 	<li>0.10% Zinc (Zn)</li>
 	<li>0.05% Manganese (Mn)</li>
 	<li>0.001% Molybdenum (Mo)</li>
 	<li>0.0005% Cobalt (Co)</li>
</ul>
DERIVED FROM: <i>Calcium Nitrate, Cobalt Nitrate, Potassium Nitrate, Calcium Carbonate, Potassium Carbonate, Iron EDTA, Iron DPTA, Iron EDDHA, Manganese EDTA, Molybdenum EDTA, Cobalt EDTA, and Zinc EDTA.</i>",,,Humboldt Micro 5 gal,hmh00349,159.12,,0,60.00,lb,True,True,Variant,Humboldt Micro 5 gal,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_micro.jpg
humboldt-bloom-0-6-5,Humboldt Bloom 0-6-5,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three-part nutrient system can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS:</b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient enough to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated form.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i> <b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>6.00% Available Phosphoric Acid (P2O5)</li>
 	<li>5.00% Soluble Potash (K2O)</li>
 	<li>1.00%Magnesium (Mg)</li>
</ul>
DERIVED FROM: <i>Magnesium Phosphate, Phosphoric Acid, Potassium Phosphate, and Magnesium Carbonate.</i>",,,Humboldt Bloom 1 qt,hmh00350,11.70,,0,3.00,lb,True,True,Variant,1 qt,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_bloom.jpg
humboldt-bloom-0-6-5,Humboldt Bloom 0-6-5,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three-part nutrient system can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS:</b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient enough to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated form.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i> <b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>6.00% Available Phosphoric Acid (P2O5)</li>
 	<li>5.00% Soluble Potash (K2O)</li>
 	<li>1.00%Magnesium (Mg)</li>
</ul>
DERIVED FROM: <i>Magnesium Phosphate, Phosphoric Acid, Potassium Phosphate, and Magnesium Carbonate.</i>",,,Humboldt Bloom 1 gal,hmh00351,29.84,,0,12.00,lb,True,True,Variant,1 gal,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_bloom.jpg
humboldt-bloom-0-6-5,Humboldt Bloom 0-6-5,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three-part nutrient system can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS:</b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient enough to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated form.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i> <b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>6.00% Available Phosphoric Acid (P2O5)</li>
 	<li>5.00% Soluble Potash (K2O)</li>
 	<li>1.00%Magnesium (Mg)</li>
</ul>
DERIVED FROM: <i>Magnesium Phosphate, Phosphoric Acid, Potassium Phosphate, and Magnesium Carbonate.</i>",,,Humboldt Bloom  2.5 gal,hmh00352,65.52,,0,30.00,lb,True,True,Variant,2.5 gal,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_bloom.jpg
humboldt-bloom-0-6-5,Humboldt Bloom 0-6-5,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"<b>HUMBOLDT NUTRIENTS' Grow, Micro, &amp; Bloom</b> was designed in Humboldt County to be a complete growing nutrient system for hydroponics and all growing mediums. Through extensive research and testing we have formulated an easy to use, highly effective fertilizing program.

Our three-part nutrient system can be utilized for any types of vegetables, flowers, or herbs. In conjunction with our high powered additives, <b>Humboldt Nutrients</b> gives growers maximum flower production coupled with heavy fruit yields.

<b>DIRECTIONS:</b>
<ul>
 	<li>Fill your reservoir with clean water before administering any nutrient or additive.</li>
 	<li>Make sure that the water level in your reservoir is sufficient enough to effectively flood your desired area or table.</li>
 	<li>Potential nutrient lock-up can be avoided by adding the <b>Micro</b> before the <b>Bloom</b> and <b>Grow</b>.</li>
 	<li>Always wash your measuring cup immediately after adding and stirring in each nutrient.</li>
 	<li>Never mix any of these nutrients together in their concentrated form.</li>
 	<li>After adding and stirring in each nutrient, check and adjust the pH to between 5.0 and 6.5.</li>
 	<li>Keep the water temperature in your reservoir between 66 and 75 degrees F.</li>
 	<li>Drain your reservoir and pumps at least once a week to prevent any salt build-up.</li>
</ul>
<i>Please avoid storing in direct sunlight and protect from freezing. </i> <b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>6.00% Available Phosphoric Acid (P2O5)</li>
 	<li>5.00% Soluble Potash (K2O)</li>
 	<li>1.00%Magnesium (Mg)</li>
</ul>
DERIVED FROM: <i>Magnesium Phosphate, Phosphoric Acid, Potassium Phosphate, and Magnesium Carbonate.</i>",,,Humboldt Bloom 5 gal,hmh00353,117.00,,0,60.00,lb,True,True,Variant,Humboldt Bloom 5 gal,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_bloom.jpg
big-up-powder-0-33-23,Big Up Powder 0-33-23,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"Humboldt Nutrients, LLC has developed Big Up Powder after years of research and local trials. Many similar products contain artificial coloring and dyes. Big Up Powder is free of all of these unnecessary artificial colors and dyes.

Big Up Powder is designed specifically for the final weeks of the flowering period. It provides the final boost of energy that your plants need to finish the bloom cycle with the largest flowers you have ever seen.

Because Big Up Powder contains a diverse amount of proprietary ingredients that many competing products simply don't offer, we are confident in its quality and performance.

<b>DIRECTIONS:</b>

<b>APPLICATION RATE:</b>

Start using Big Up Powder during the final 3 weeks of your flowering period using a total of 2 applications per growing cycle.

<b>First Application:</b>

Add 1 tsp per gallon of nutrient solution. This will increase your concentration by 300-400 PPM. Apply with 3 weeks left.

<b>Second Application:</b> Add 2 tsp per gallon of nutrient solution. This will increase your concentration by 500-700 PPM. Apply with 2 weeks left.

<b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>39% Available Phosphoric Acid (P2O5)</li>
 	<li>25% Soluble Potash</li>
</ul>
DERIVED FROM: <i>Monopotassium Phosphate, Asophyllum Nodosum, Leonardite, amino acid complex.</i>

ALSO CONTAINS NON-PLANT FOOD INGREDIENTS: ASCOPHYLUM NODOSUM, HUMIC ACIDS, AMINO ACID COMPLEX, ORGANIC ACIDS, AND VITAMINS.

Information regarding the contents and levels of metals in this product is available by calling 707-445-5778",,,Humboldt Big Up Powder 5 lbs,hmh00356,200.00,,0,5.00,lb,True,True,Variant,Humboldt Big Up Powder 5 lbs,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_bigup.jpg
big-up-powder-0-33-23,Big Up Powder 0-33-23,grouped,active,2025-11-02 09:42:56,,H Moon Hydro,"Humboldt Nutrients, LLC has developed Big Up Powder after years of research and local trials. Many similar products contain artificial coloring and dyes. Big Up Powder is free of all of these unnecessary artificial colors and dyes.

Big Up Powder is designed specifically for the final weeks of the flowering period. It provides the final boost of energy that your plants need to finish the bloom cycle with the largest flowers you have ever seen.

Because Big Up Powder contains a diverse amount of proprietary ingredients that many competing products simply don't offer, we are confident in its quality and performance.

<b>DIRECTIONS:</b>

<b>APPLICATION RATE:</b>

Start using Big Up Powder during the final 3 weeks of your flowering period using a total of 2 applications per growing cycle.

<b>First Application:</b>

Add 1 tsp per gallon of nutrient solution. This will increase your concentration by 300-400 PPM. Apply with 3 weeks left.

<b>Second Application:</b> Add 2 tsp per gallon of nutrient solution. This will increase your concentration by 500-700 PPM. Apply with 2 weeks left.

<b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>39% Available Phosphoric Acid (P2O5)</li>
 	<li>25% Soluble Potash</li>
</ul>
DERIVED FROM: <i>Monopotassium Phosphate, Asophyllum Nodosum, Leonardite, amino acid complex.</i>

ALSO CONTAINS NON-PLANT FOOD INGREDIENTS: ASCOPHYLUM NODOSUM, HUMIC ACIDS, AMINO ACID COMPLEX, ORGANIC ACIDS, AND VITAMINS.

Information regarding the contents and levels of metals in this product is available by calling 707-445-5778",,,Humboldt Big Up Powder 1 lb,hmh00355,50.00,,0,1.00,lb,True,True,Variant,Humboldt Big Up Powder 1 lb,manual,deny,shopify,,https://hmoonhydro.com/wp-content/uploads/2019/08/humboldt_bigup.jpg
