Variant SKU,Handle,Title,Variant Price,Variant Inventory Qty,Top Candidate Item Number,Top Candidate Item Name,Top Candidate Score,Top Candidate Qty Total,Top Candidate Regular Price,POS Item Number,POS Item Name,POS Size,POS Qty Total,POS Regular Price,POS On Order Qty,POS Vendor,Match Score,Confidence,Review Notes,Alt1 Item Number,Alt1 Item Name,Alt1 Score,Alt2 Item Number,Alt2 Item Name,Alt2 Score
,white-rhino-feminised-afghan-x-brazilian-x-south-indian-photo-5-seed,,,,756,"Uno 42"" Parabolic",0.415,10,99.89,,,,0,,0,,0.415,low-score,Ambiguous: Δ=0.149,2823,D.T.E. Neem Seed Meal 6-1-2/5lb,0.266,268,Rhino Skin Lt,0.259
GEN-1eLP,uno-gen-1-elp-propane,UNO GEN-1 elp Propane,175.00,100,1305,GEN-1eLP Propane Co2 Generator,0.794,1,390.02,1305,GEN-1eLP Propane Co2 Generator,1 Box,1,390.02,0,Nickel City Wholesale Garden Supply,0.794,auto-high,auto-resolved: price proximity,1306,GEN-2eLP Propane Co2 Generator,0.786,1258,LPREG-1 Propane Gas Regulator,0.699
hmh01586,uno-2-speed-8-in-line-blower-750-cfm,"UNO-2 Speed 8"" in line Blower 750 cfm",79.95,0,2625,"UNO 2 speed 8"" fan 750 CFM",1.019,5,166.13,2625,"UNO 2 speed 8"" fan 750 CFM",1 box,5,166.13,0,Nickel City Wholesale Garden Supply,1.019,auto-high,,2627,"UNO 2 speed 4"" fan 190 CFM",0.888,2623,"UNO 2 speed 10"" Fan 845cfm",0.852
,uno-2-speed-8-in-line-blower-750-cfm,,,,2625,"UNO 2 speed 8"" fan 750 CFM",0.922,5,166.13,2625,"UNO 2 speed 8"" fan 750 CFM",1 box,5,166.13,0,Nickel City Wholesale Garden Supply,0.922,auto-high,,2627,"UNO 2 speed 4"" fan 190 CFM",0.854,2623,"UNO 2 speed 10"" Fan 845cfm",0.837
hmh01585,uno-2-speed-6-in-line-blower-440-cfm,"UNO-2 Speed 6"" in line Blower 440  cfm",49.95,0,2626,"UNO 2 speed 6"" fan 440CFM",0.982,2,128.75,2626,"UNO 2 speed 6"" fan 440CFM",1 box,2,128.75,0,Nickel City Wholesale Garden Supply,0.982,auto-high,,2627,"UNO 2 speed 4"" fan 190 CFM",0.894,2625,"UNO 2 speed 8"" fan 750 CFM",0.888
,yellow-label-finisher,Yellow Label * Finisher,75.97,99,3548,YELLOW LABEL - FINISHER 250ml.,1.159,0,74.95,3548,YELLOW LABEL - FINISHER 250ml.,250 ml,0,74.95,0,GEASE,1.159,auto-high,,3648,GREASE yellow Finisher 1 liter,0.968,3620,GREASEYellow Label FINISHER 250,0.948
hmh01066,ultra-premium-connoisseur-part-a-1-gal,Ultra-premium Connoisseur Part-A (1 gal),95.00,0,238,Connoisseur (Part-A)GROW Lt,0.919,15,30.89,218,Mother Plant (Part-A) Gal,1 Gal,5,45.95,0,NGW,0.899,auto-high,auto-resolved: alt text similarity,218,Mother Plant (Part-A) Gal,0.899,197,FloraDuo (Part-A) Gal,0.872
hmh00634,tsc-1-24-hour-timestat,TSC-1 - 24 hour / Timestat,132.00,0,2268,UNO Single Mechanical Timer,0.618,106,13.95,,,,0,,0,,0.618,low-score,High stock (~106) - manual confirmation,2706,UltraGrow 24 Hour Timer 120V,0.580,1245,CD-6NG Co2 Generator,0.394
GEN-2eNG,uno-gen-2eng,UNO GEN-2eNG,200.00,100,999,UNO-GEN-1elp Propane,0.573,1,399.00,,,,0,,0,,0.573,low-score,Ambiguous: Δ=0.028,1308,GEN-2eNG Nat. Gas Co2 Generator,0.545,3494,UNO 4x8 Grow Tent,0.536
hmh00764,trimpro-xl-replacement-bag,TRIMPRO XL replacement bag,155.00,0,430,Trimbox Bag Replacement,0.973,0,38.12,430,Trimbox Bag Replacement,1 Pc,0,38.12,0,Nickel City Wholesale Garden Supply,0.973,auto-high,,424,Trimpro Replacement GM,0.679,2050,Replacement Washing Machine Bag,0.556
hmh00520,ultragrow-a-c-6-in-with-saftey-glass-socket-set-w-15-ft-cord,Ultragrow A/C 6 in. with saftey glass & socket set w/ 15 ft cord,75.00,0,757,"Ultragrow A/C 6""",1.006,0,145.65,757,"Ultragrow A/C 6""",1 Box,0,145.65,0,Nickel City Wholesale Garden Supply,1.006,auto-high,,758,"Ultragrow A/C 8""",0.901,753,"Ultragrow Cool Tube 6""",0.766
hmh00761,trimbox-replacement-bag,TRIMBOX replacement bag,39.00,0,430,Trimbox Bag Replacement,1.076,0,38.12,430,Trimbox Bag Replacement,1 Pc,0,38.12,0,Nickel City Wholesale Garden Supply,1.076,auto-high,,2050,Replacement Washing Machine Bag,0.595,1950,pH-3 Replacement Probe,0.551
hmh01065,ultra-premium-connoisseur-part-a-1-lt,Ultra-premium Connoisseur Part-A (1 lt),39.50,0,238,Connoisseur (Part-A)GROW Lt,1.171,15,30.89,238,Connoisseur (Part-A)GROW Lt,1 Lt,15,30.89,0,Advanced Nutrients,1.171,auto-high,,2180,Connoisseur A Lt Bloom (pHP),0.900,2179,Connoisseur Bloom A Lt pHP,0.883
hmh01476,winter-frost-gallon,Winter Frost Gallon,130.00,0,1758,Winter Frost 15 GAL.,1.325,0,1529.36,2685,Winter Frost 5 gal,5 gal,1,509.68,0,Nickel City Wholesale Garden Supply,1.322,auto-high,auto-resolved: alt price proximity,2685,Winter Frost 5 gal,1.322,2684,Winter Frost 2.5 gal,1.307
hmh01584,uno-2-speed-4-in-line-blower-190-cfm,"UNO-2 Speed 4"" in line Blower 190 cfm",39.95,0,2627,"UNO 2 speed 4"" fan 190 CFM",1.019,6,102.59,2627,"UNO 2 speed 4"" fan 190 CFM",1 box,6,102.59,0,Nickel City Wholesale Garden Supply,1.019,auto-high,,2625,"UNO 2 speed 8"" fan 750 CFM",0.888,2626,"UNO 2 speed 6"" fan 440CFM",0.850
hmh01382,uno-4-x-8-48-x-96-x-78-grow-tent,"UNO 4' x 8 ' (48"" X 96"" X 78"") Grow Tent",299.00,0,3494,UNO 4x8 Grow Tent,0.972,-1,289.00,3494,UNO 4x8 Grow Tent,4x8 tent,-1,289.00,0,Nickel City Wholesale Garden Supply,0.972,auto-high,,2386,UNO 2x4 Grow Tent,0.864,3479,OneDeal Grow Tent 4'x4',0.665
hmh00504,waterfarm-growing-chamber-2-gal,WaterFarm Growing chamber - 2 gal,12.99,0,3607,N.C.R. GROW Juice 2.5 Gallon,0.803,1,180.39,3462,Rainmaker 2 Gallon (8 Liter),2 gallon,0,40.89,0,Hawthorne Hydoponics LLC,0.795,auto-high,auto-resolved: alt price proximity,3462,Rainmaker 2 Gallon (8 Liter),0.795,2145,Waterfarm Inner Bucket,0.791
hmh00907,trolley-wheel-replacement-kit,Trolley wheel replacement kit,4.50,0,1860,Drive Wheel Replacement,0.795,12,3.91,1860,Drive Wheel Replacement,1 Kit,12,3.91,0,Nickel City Wholesale Garden Supply,0.795,auto-high,,1950,pH-3 Replacement Probe,0.506,2832,Accurate pH 4 replacement probe,0.506
,turtle-taffy-auto-seed-8pk,Turtle Taffy Auto – Seed 8pk,50.00,0,3560,Facefat Strain Auto FEM,0.676,0,,3560,Facefat Strain Auto FEM,8pk,0,,0,@Flowers-HEMP,0.676,needs-review,Verify vs alt 3566 (score 0.600),3566,TurtleTaffy 75 day 20%Sat/80%In,0.600,3257,"G.M.O. Auto ""OG""",0.471
,turtle-taffy-auto-seed-8pk,,,,3560,Facefat Strain Auto FEM,0.659,0,,3560,Facefat Strain Auto FEM,8pk,0,,0,@Flowers-HEMP,0.659,needs-review,Verify vs alt 3566 (score 0.545),3566,TurtleTaffy 75 day 20%Sat/80%In,0.545,3579,AUTO GMO Auto,0.535
hmh00950,two-way-splitter-3-8-in,TWO WAY SPLITTER 3/8 in.,6.25,0,1017,"Two Way Splitter 1/4""",0.703,-1,5.62,1017,"Two Way Splitter 1/4""",1 Pc,-1,5.62,0,Nickel City Wholesale Garden Supply,0.703,needs-review,Verify vs alt 2829 (score 0.630),2829,Poly Tubing Black 3/8 in 50 ft,0.630,2548,FloraFlex 8 in FloraCap 2.0,0.597
,white-widow-auto-seed-8-pack,White Widow Auto – Seed -8 Pack,50.00,0,1961,Haze Auto x White Widow Auto,1.197,0,50.00,1961,Haze Auto x White Widow Auto,8,0,50.00,0,,1.197,auto-high,,3257,"G.M.O. Auto ""OG""",0.997,3579,AUTO GMO Auto,0.978
,white-widow-auto-seed-8-pack,,,,1961,Haze Auto x White Widow Auto,1.248,0,50.00,1961,Haze Auto x White Widow Auto,8,0,50.00,0,,1.248,auto-high,,,Cannabis Seed AUTO,1.072,3579,AUTO GMO Auto,1.071
hmh01068,ultra-premium-connoisseur-part-b-1-gal,Ultra-premium Connoisseur Part-B (1 gal),95.00,0,219,Mother Plant (Part-B) Gal,0.899,4,45.95,219,Mother Plant (Part-B) Gal,1 Gal,4,45.95,0,Nickel City Wholesale Garden Supply,0.899,auto-high,auto-resolved: price proximity,238,Connoisseur (Part-A)GROW Lt,0.892,196,FloraDuo (Part-B) Gal,0.872
hmh01321,uno-single-mechanical-timer,UNO Single Mechanical Timer,10.99,0,2268,UNO Single Mechanical Timer,1.052,106,13.95,2268,UNO Single Mechanical Timer,1 Pc,106,13.95,0,Nickel City Wholesale Garden Supply,1.052,auto-high,,2667,UltraGrow 240v Mechanical Timer,0.683,3494,UNO 4x8 Grow Tent,0.459
hmh01363,vitamino-amino-acid-supplement-quart,Vitamino Amino Acid Supplement Quart,30.59,0,2307,Vitamino Qt,1.314,7,30.59,2307,Vitamino Qt,1 Qt,7,30.59,0,Sunlight Supply inc.,1.314,auto-high,,2306,Vitamino Gal,1.117,2362,Athena's Aminas Qt,0.818
hmh01071,voodoo-juice-root-booster-1-gal,VooDoo Juice Root Booster (1 gal),330.00,0,1247,Subterra Root Booster 0-1-1,1.163,4,52.50,1247,Subterra Root Booster 0-1-1,gallon,4,52.50,0,Sunlight Supply inc.,1.163,auto-high,,277,Bio Root Gal,1.070,1559,Voodoo Juice Lt,0.992
hmh01070,voodoo-juice-root-booster-1-lt,VooDoo Juice Root Booster (1 lt),107.04,0,1559,Voodoo Juice Lt,1.161,25,107.96,1559,Voodoo Juice Lt,1 Lt,25,107.96,0,Advanced Nutrients,1.161,auto-high,,1247,Subterra Root Booster 0-1-1,0.945,1234,Subterra Root Booster 0-1-1,0.938
hmh00765,trimpro-rotor-grate-size-1-4,"TRIMPRO ROTOR - grate size 1/4""",1795.00,0,423,Trimpro w/ Workstation GM,0.840,0,1905.15,423,Trimpro w/ Workstation GM,Box,0,1905.15,0,Nickel City Wholesale Garden Supply,0.840,auto-high,,422,Trimpro Original,0.568,419,Trimpro Rotor,0.563
hmh00777,vortex-12-in-1140-cfm,"Vortex 12 in., 1140 cfm",412.95,0,525,"Vortex 12"" Inline Fan",0.939,8,403.66,525,"Vortex 12"" Inline Fan",1 Box,8,403.66,0,Nickel City Wholesale Garden Supply,0.939,auto-high,,2279,"Q-Max 12"" Fan",0.755,526,"Vortex 12""L Inline Fan",0.747
hmh00503,waterfarm-reservoir-4-gal,WaterFarm Reservoir - 4 gal,20.00,0,3138,Athena Grow A 4-0-1 Gal.,0.926,4,45.00,3138,Athena Grow A 4-0-1 Gal.,gallon,4,45.00,0,Athena,0.926,auto-high,,3136,Athena Bloom A 4-0-5 Gal.,0.838,1381,Advanced Nutrients Revive gal,0.817
hmh00755,trimpro-workstation-grate-mixed,TRIMPRO Workstation grate mixed,439.00,0,423,Trimpro w/ Workstation GM,0.962,0,1905.15,423,Trimpro w/ Workstation GM,Box,0,1905.15,0,Nickel City Wholesale Garden Supply,0.962,auto-high,,424,Trimpro Replacement GM,0.765,2347,Trimpro Rotor w/ Workstation,0.626
hmh00759,trimbox-workstation-stand-only,TRIMBOX Workstation STAND ONLY,395.00,0,2201,Bucket Master Stand,0.622,18,9.77,,,,0,,0,,0.622,low-score,Ambiguous: Δ=0.170,423,Trimpro w/ Workstation GM,0.452,2833,Lightrail 4.0 Drive Motor Only,0.434
hmh01136,the-root-pouch-30-gallon-w-handle,The Root Pouch 30 Gallon w/ Handle,15.95,0,2031,Root Pouch 30gal,1.044,50,14.54,2031,Root Pouch 30gal,1 Pc,50,14.54,0,NGW,1.044,auto-high,,1824,"Classic 10,000 - Trade 30 Gal",0.653,2027,Root Pouch 10gal,0.583
,white-rhino-feminised-afghan-x-brazilian-x-south-indian-5-seed,White Rhino (Feminised) Afghan x Brazilian x South Indian-5 seed,45.00,0,756,"Uno 42"" Parabolic",0.437,10,99.89,,,,0,,0,,0.437,low-score,Ambiguous: Δ=0.171,2823,D.T.E. Neem Seed Meal 6-1-2/5lb,0.265,1702,"6"" Flange (white box)",0.200
hmh00951,union-connector-1-4-in,UNION CONNECTOR 1/4 in.,4.75,0,1016,"3/8"" Union Connector",1.118,1,4.89,1016,"3/8"" Union Connector",1 Pc,1,4.89,0,Nickel City Wholesale Garden Supply,1.118,auto-high,,1018,"1/4"" QC Union Connector",0.801,1390,"1/4"" Straight Connector-5pk",0.775
hmh00415,verde-growth-catalyst-1-gal,Verde Growth Catalyst 1 gal,80.00,0,3138,Athena Grow A 4-0-1 Gal.,0.874,4,45.00,3138,Athena Grow A 4-0-1 Gal.,gallon,4,45.00,0,Athena,0.874,auto-high,auto-resolved: price proximity,217,Greenfuse Growth Gal,0.871,3631,Athena Grow A 1-3-5 /5 Gal.,0.871
hmh01069,voodoo-juice-root-booster-500-ml,VooDoo Juice Root Booster (500 ml),66.90,0,2975,Power Roots plagron 500 ml,0.869,4,61.96,2975,Power Roots plagron 500 ml,500 ml,4,61.96,0,Nickel City Wholesale Garden Supply,0.869,auto-high,,627,Humboldt Roots 500ml,0.752,3602,GOLDEN GUN NANO SULFUR 500 ml,0.741
,white-widow-auto-feminised-white-widow-x-ruderalis-5-seed,White Widow Auto (Feminised) White Widow x Ruderalis-5 Seed,45.00,0,1961,Haze Auto x White Widow Auto,0.779,0,50.00,1961,Haze Auto x White Widow Auto,8,0,50.00,0,,0.779,needs-review,Verify vs alt 756 (score 0.404),756,"Uno 42"" Parabolic",0.404,865,White Widow 2oz,0.354
,white-widow-auto-feminised-white-widow-x-ruderalis-5-seed,,,,1961,Haze Auto x White Widow Auto,0.850,0,50.00,1961,Haze Auto x White Widow Auto,8,0,50.00,0,,0.850,auto-high,,865,White Widow 2oz,0.457,866,White Widow 4oz,0.457
hmh00753,trimpro-replacement-grate-original-1-4,"TRIMPRO replacement grate original 1/4""",260.00,0,422,Trimpro Original,0.866,4,1559.11,422,Trimpro Original,Box,4,1559.11,0,Nickel City Wholesale Garden Supply,0.866,auto-high,,423,Trimpro w/ Workstation GM,0.818,430,Trimbox Bag Replacement,0.816
hmh00769,trimpro-rotor-replacement-motor,TRIMPRO ROTOR replacement motor,395.00,0,430,Trimbox Bag Replacement,0.731,0,38.12,430,Trimbox Bag Replacement,1 Pc,0,38.12,0,Nickel City Wholesale Garden Supply,0.731,needs-review,Verify vs alt 419 (score 0.671),419,Trimpro Rotor,0.671,424,Trimpro Replacement GM,0.666
,4of32-wonder-pie-feminised-wedding-cake-x-og-kush-5-seed,Wonder Pie (Feminised) Wedding Cake x OG Kush/ 5 Seed,50.00,0,3523,OUTER SPACE CAKE,0.199,0,,,,,0,,0,,0.199,low-score,Ambiguous: Δ=0.012,3570,WEDDING GELATO,0.187,3257,"G.M.O. Auto ""OG""",0.183
hmh00774,vortex-4-in-172-cfm,"Vortex 4 in., 172 cfm",168.95,0,3419,FloraFlex 4 in - 6 in Stacker,0.648,200,1.23,2119,"Can Lite 4"" 225 cfm",1 Box,10,149.95,0,Nickel City Wholesale Garden Supply,0.622,needs-review,auto-resolved: alt price proximity,2119,"Can Lite 4"" 225 cfm",0.622,1099,"CAN Fan 4""",0.591
hmh00766,trimpro-rotor-work-station-w-rotor,TRIMPRO ROTOR Work Station w/ Rotor,2050.00,0,2347,Trimpro Rotor w/ Workstation,0.651,3,1754.61,2347,Trimpro Rotor w/ Workstation,2 Boxes,3,1754.61,0,Nickel City Wholesale Garden Supply,0.651,needs-review,Verify vs alt 419 (score 0.614),419,Trimpro Rotor,0.614,423,Trimpro w/ Workstation GM,0.484
hmh01268,uno-8-big-boy-a-c-reflector,"UNO 8"" Big Boy A/C Reflector",89.99,0,2215,"UNO XXXL 8"" Big Boy",0.848,13,243.40,2346,"UNO XXL 8"" Piper",1 Box,7,229.66,0,Nickel City Wholesale Garden Supply,0.829,auto-high,auto-resolved: alt text similarity,2346,"UNO XXL 8"" Piper",0.829,2379,"UNO Little Sun 6"" Reflector",0.799
,uno-8-big-boy-a-c-reflector,,,,2215,"UNO XXXL 8"" Big Boy",0.916,13,243.40,2215,"UNO XXXL 8"" Big Boy",1 Box,13,243.40,0,Nickel City Wholesale Garden Supply,0.916,auto-high,,2346,"UNO XXL 8"" Piper",0.869,2266,"UNO TAC 8"" Reflector Tube",0.712
hmh00776,vortex-8-in-747-cfm,"Vortex 8 in., 747 cfm",270.95,0,523,"Vortex 8"" Inline Fan",0.937,8,264.85,523,"Vortex 8"" Inline Fan",1 Box,8,264.85,0,Nickel City Wholesale Garden Supply,0.937,auto-high,,2548,FloraFlex 8 in FloraCap 2.0,0.665,1116,CAN 100 Filter,0.608
hmh00909,trolley-slave,Trolley Slave,23.95,0,895,Add-A-Lamp Hardware Kit,0.337,12,23.41,,,,0,,0,,0.337,low-score,Ambiguous: Δ=0.010,1530,Drive Trolley Wheel O-Ring,0.326,,,
hmh00949,union-connector-3-8-in,UNION CONNECTOR 3/8 in.,5.00,0,1016,"3/8"" Union Connector",1.164,1,4.89,1016,"3/8"" Union Connector",1 Pc,1,4.89,0,Nickel City Wholesale Garden Supply,1.164,auto-high,,2379,"UNO Little Sun 6"" Reflector",0.649,2829,Poly Tubing Black 3/8 in 50 ft,0.644
hmh00752,trimpro-replacement-grate-mixed,TRIMPRO replacement grate mixed,177.00,0,424,Trimpro Replacement GM,1.057,0,173.02,424,Trimpro Replacement GM,Box,0,173.02,0,Nickel City Wholesale Garden Supply,1.057,auto-high,,423,Trimpro w/ Workstation GM,0.812,430,Trimbox Bag Replacement,0.718
hmh01381,uno-2-x-4-48-x-24-x-60-grow-tent,"UNO 2' x 4' (48"" X 24"" X 60"") Grow Tent",140.00,0,3494,UNO 4x8 Grow Tent,0.957,-1,289.00,3494,UNO 4x8 Grow Tent,4x8 tent,-1,289.00,0,Nickel City Wholesale Garden Supply,0.957,auto-high,,2386,UNO 2x4 Grow Tent,0.886,3479,OneDeal Grow Tent 4'x4',0.665
hmh01477,winter-frost-2-5-gallon,Winter Frost 2.5 Gallon,265.00,0,2684,Winter Frost 2.5 gal,1.575,1,289.70,2684,Winter Frost 2.5 gal,2.5 gal,1,289.70,0,Nickel City Wholesale Garden Supply,1.575,auto-high,,2685,Winter Frost 5 gal,1.457,1758,Winter Frost 15 GAL.,1.227
hmh01128,the-root-pouch-2-gallon,The Root Pouch 2 Gallon,1.41,0,2023,Root Pouch 2gal,1.001,469,2.57,2023,Root Pouch 2gal,1 Pc,469,2.57,0,NGW,1.001,auto-high,,1986,Bio Root 2.5Gal,0.940,3502,N.C.R. Bloom 2.5 Gallon,0.877
hmh00337,ton-o-bud-500-gm,Ton O Bud 500 gm,139.00,0,3261,Ton O Bud 20 liter,0.992,1,270.28,1606,Ton O Bud 500gm. 0-49-32,500 g,23,97.89,0,Nickel City Wholesale Garden Supply,0.963,auto-high,auto-resolved: alt price proximity,1606,Ton O Bud 500gm. 0-49-32,0.963,1605,Ton O Bud 100gm. 0-49-32,0.748
hmh01129,the-root-pouch-3-gallon,The Root Pouch 3 Gallon,1.94,0,2024,Root Pouch 3gal,1.001,180,3.20,2024,Root Pouch 3gal,1 Pc,180,3.20,0,NGW,1.001,auto-high,,3139,Athena Grow B 1-3-5 Gal.,0.850,3631,Athena Grow A 1-3-5 /5 Gal.,0.845
hmh00930,timer-frequency-duration-no-photo-eye,Timer / frequency & duration (no photo eye),220.00,0,989,CO2 Controller/Monitor/photo I,0.460,0,263.99,,,,0,,0,,0.460,low-score,Ambiguous: Δ=0.006,1225,CST-1P Chrono Seqential Photo,0.454,1215,CYC-4P Cycle Timer w/ Photo,0.425
hmh01133,the-root-pouch-15-gallon-w-handle,The Root Pouch 15 gallon w/ Handle,8.79,0,2028,Root Pouch 15gal,1.044,18,7.48,2028,Root Pouch 15gal,1 Pc,18,7.48,0,NGW,1.044,auto-high,,1753,Lighting Start 15 GAL.,0.688,1755,Ruby Ful#$% 15 GAL.,0.680
hmh01132,the-root-pouch-10-gallon,The Root Pouch 10 Gallon,4.69,0,2027,Root Pouch 10gal,1.128,57,6.12,2027,Root Pouch 10gal,1Pc,57,6.12,0,NGW,1.128,auto-high,,2759,G-10 Gal,0.847,2035,Root Pouch 100gal,0.789
hmh00336,ton-o-bud-100-gm,Ton O Bud 100 gm,24.95,0,1605,Ton O Bud 100gm. 0-49-32,1.214,11,21.98,1605,Ton O Bud 100gm. 0-49-32,100 g,11,21.98,0,Nickel City Wholesale Garden Supply,1.214,auto-high,,3261,Ton O Bud 20 liter,0.992,1607,Ton O Bud 1kg 0-49-32,0.747
