ID,"Product Name","Product description","Product short description",Date,"Post Type",Slug,Permalink,Brands,Brands,"Product categories","Product tags",Type,Visibility,Featured,"Shipping classes","Enable reviews","Grouped products","GTIN, UPC, EAN, or ISBN","Stock Status",Downloadable,Virtual,"Regular Price","Sale Price","Purchase Note",Weight,Length,Width,Height,Sku,"Sale Price Dates From","Sale Price Dates To",Price,"Sold Individually","Manage Stock",Stock,"Low Stock Amount","Upsell Ids","Crosssell Ids","Downloadable File Name","Downloadable Files","Download Limit","Download Expiry","Product Url","Button Text",Backorders,"Tax Status","Tax Class","Total Sales","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating","SEO Title","SEO Meta Description","SEO Cornerstone Content","SEO Focus Keyphrase","SEO Page Analysis","SEO Score","SEO Facebook Title","SEO Facebook Description","SEO Facebook Image Source","SEO Facebook Image Custom Field Name","SEO Facebook Image Custom URL","SEO Facebook Video","SEO Facebook Object Type","SEO Facebook Article Section","SEO Facebook Article Tags","SEO Twitter Use Data from Facebook Tab","SEO Twitter Title","SEO Twitter Description","SEO Twitter Image Source","SEO Twitter Image Custom URL","SEO Twitter Image Custom Fields","SEO Twitter Card Type","SEO Robots Default","SEO Robots No Index","SEO Robots No Follow","SEO Robots No Archive","SEO Robots No Translate","SEO Robots No Image Index","SEO Robots No Snippet","SEO Robots No ODP","SEO Robots No Max Snippet","SEO Robots Max Video Preview","SEO Robots Max Image Preview","SEO Canonical URL","SEO Priority","SEO Frequency","SEO Keywords","SEO Schema","SEO Schema Type","SEO Schema Type Option","Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text","Author ID","Author Login","Author Email","Author First Name","Author Last Name",_fl_builder_data,_fl_builder_data_settings,_fl_builder_draft,_fl_builder_draft_settings,_fl_builder_history_position,_fl_builder_history_state_0,_fl_builder_history_state_1,_last_editor_used_jetpack,_monsterinsights_sitenote_active,_monsterinsights_sitenote_category,_monsterinsights_sitenote_id,_monsterinsights_sitenote_note,_ph_ups_hazardous_materials,_ph_ups_manufacture_country,_ph_ups_restricted_article,_ppcp_button_position,_pw_exclude_free_shipping,_w2s_shopify_data,_wf_ups_deliveryconfirmation,_wf_ups_direct_delivery,_woosea_exclude_product,_wp_old_date,_wp_old_slug,_yoast_wpseo_content_score,_yoast_wpseo_estimated-reading-time-minutes,_yoast_wpseo_focuskw,_yoast_wpseo_linkdex,_yoast_wpseo_metadesc,_yoast_wpseo_primary_product_cat,_yoast_wpseo_primary_pwb-brand,_yoast_wpseo_title,additional_property_33270,apartment_amenities_33270,article_items_33270,blogposting_items_33270,faq_question_33270,feed_element_33270,howto_step_33270,howto_supply_33270,howto_tool_33270,image_object_exif_data_33270,inline_featured_image,mc_cause_33270,mc_risk_factor_33270,mc_symptom_33270,music_album_track_33270,music_playlist_track_33270,newsarticle_items_33270,performer_33270,ph_ups_invoice_desc,product_reviews_33270,saswp_enable_disable_schema,saswp_modify_this_schema_33270,saswp_product_schema_availability_33270,saswp_product_schema_brand_name_33270,saswp_product_schema_condition_33270,saswp_product_schema_currency_33270,saswp_product_schema_description_33270,saswp_product_schema_enable_rating_33270,saswp_product_schema_image_33270,saswp_product_schema_image_33270_detail,saswp_product_schema_mpn_33270,saswp_product_schema_name_33270,saswp_product_schema_price_33270,saswp_product_schema_priceValidUntil_33270,saswp_product_schema_rating_33270,saswp_product_schema_review_count_33270,saswp_product_schema_sku_33270,saswp_product_schema_url_33270,saswp_schema_type_product_pros_enable_cons,tech_article_items_33270,trip_itinerary_33270,tvseries_actor_33270,tvseries_season_33270,Status,Format,Template,"Parent id",Parent,Password,Order,"Ping Status","Post Modified Date"
13944,"The TRIMPRO","The TRIMPRO is an effective and very quiet leaf trimmer. It is used to remove excess leaves and to cut twigs from different types of plants and flowers. The TRIMPRO ® is also used to cut plants and bushes like rosemary, oregano, basil, mint, lavender, coriander, parsley and to prepare essential oils and mixed flowers for potpourri. Its blade, made of tempered steel, allows a clean cut without damaging the plant. The TRIMPRO® is equipped with a leaf recovery system and is easy to transport (dismountable). For trimming, take a branch of a freshly harvested plant in your hand and move it over the grate with a back-and-forth movement, rotating it at the same time.  <p>  Ships with Grates - Original & Mixed (7/16"" & 1/4"")",,"2019-09-03 19:51:53",product,the-trimpro,https://hmoonhydro.com/product/the-trimpro/,Trimpro,,Trimmers,,grouped,visible,No,Domestic,No,"|~|TRIMPRO replacement grate mixed|~|TRIMPRO replacement grate original 1/4&#8243;",,instock,no,no,,,"Thanks you for your order!",0,12,12,12,hmh00665,,,162||1595,yes,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro.jpg,trim-pro.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/trim-pro.jpg,891,trim-pro,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,classic-editor,,0,,,,,,,,,,,,,import-placeholder-for-665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:09"
13945,"The TRIMPRO WORKSTATION","Conceived to create an efficient working space, the TRIMPRO WORKSTATION is equipped with a working surface of 45 x 45 cm (18"" x 18"") in stainless steel (not coated) of 1.5mm (1/16"") thickness allowing a freedom of movement and a closer cut or trimming, separate the fresh flowers from the branches and roll the flowers on the grate with your hands in a circular movement.",,"2019-09-03 19:51:55",product,the-trimpro-workstation,https://hmoonhydro.com/product/the-trimpro-workstation/,Trimpro,,Trimmers,,grouped,visible,No,Domestic,No,"|~|TRIMPRO Workstation grate mixed",,instock,no,no,,,"Thanks you for your order!",0,12,12,12,hmh00666,,,339||1999,yes,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro-workstation.jpg,trim-pro-workstation.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/trim-pro-workstation.jpg,897,trim-pro-workstation,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,classic-editor,,0,,,,,,,,,,,,,import-placeholder-for-666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:11"
13949,"TRIMPRO ROTOR","The new TRIMPRO ROTOR has been designed and developed at the request of end users who are looking for yet another gentle and efficient TRIMPRO quality product. Employing leather fingers to circulate your flowers over our powder coated grill, the leaves are trimmed by our razor sharp tempered steel blades. Built at an angle, emptying the ROTOR is as simple as swinging the latch to open the door and your perfectly trimmed flowers carefully exit the upper cylinder, all while the machine is still running so production is non-stop. As with all our machines, the blade height is adjustable to meet every preference. For trimming, separate the fresh flowers from the branches, put them into the upper container of the trimmer.  <p>  The Work Station for TRIMPRO ROTOR with a center hole diameter of 15"" is available separately.",,"2019-09-03 19:52:08",product,trimpro-rotor,https://hmoonhydro.com/product/trimpro-rotor/,Trimpro,,Trimmers,,grouped,visible,No,Domestic,No,"TRIMPRO ROTOR &#8211; grate size 1/4&#8243;|~|TRIMPRO ROTOR Work Station w/ Rotor|~||~|TRIMPRO ROTOR Exit Chute|~|TRIMPRO ROTOR replacement motor",,instock,no,no,,,"Thanks you for your order!",0,12,12,12,hmh00670,,,17||1795,yes,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro-rotor.jpg,trim-pro-rotor.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/trim-pro-rotor.jpg,896,trim-pro-rotor,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,,,,,,import-placeholder-for-670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:15"
13951,"BioThrive Grow 6 gal",,,"2019-09-03 15:52:15",product,biothrive-grow-6-gal,https://hmoonhydro.com/product/biothrive-grow-6-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,271.68,,"Thanks you for your order!",69,18,12,12,hmh00672,,,271.68,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/biothrive.jpg,biothrive.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/biothrive.jpg,201,biothrive,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043103551562"",""_w2s_shopify_variant_id"":""42665843720266"",""status"":""imported""}}",,,,,import-placeholder-for-672,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:19"
13952,"BioThrive Bloom 6 gal",,,"2019-09-03 15:52:18",product,biothrive-bloom-6-gal,https://hmoonhydro.com/product/biothrive-bloom-6-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,274.5,,"Thanks you for your order!",69,18,12,12,hmh00673,,,274.5,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/biothrive.jpg,biothrive.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/biothrive.jpg,201,biothrive,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043102732362"",""_w2s_shopify_variant_id"":""42665842999370"",""status"":""imported""}}",,,,,import-placeholder-for-673,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:23"
13953,"BioBud 2.5 gal",,,"2019-09-03 15:52:21",product,biobud-2-5-gal,https://hmoonhydro.com/product/biobud-2-5-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,406.5,,"Thanks you for your order!",31,16,10,7,hmh00674,,,406.5,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/biobud.jpg,biobud.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/biobud.jpg,198,biobud,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043101651018"",""_w2s_shopify_variant_id"":""42665841688650"",""status"":""imported""}}",,,,,import-placeholder-for-674,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:26"
13954,"BioBud 6 gal",,,"2019-09-03 15:52:24",product,biobud-6-gal,https://hmoonhydro.com/product/biobud-6-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,964.95,,"Thanks you for your order!",69,18,12,12,hmh00675,,,964.95,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/biobud.jpg,biobud.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/biobud.jpg,198,biobud,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043101487178"",""_w2s_shopify_variant_id"":""42665841492042"",""status"":""imported""}}",,,,,import-placeholder-for-675,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:29"
13955,"BioMarine 2.5 gal",,,"2019-09-03 19:52:28",product,biomarine-2-5-gal,https://hmoonhydro.com/product/biomarine-2-5-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,outofstock,no,no,112.96,,"Thanks you for your order!",31,16,10,7,hmh00676,,,112.96,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/biomarine.jpg,biomarine.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/biomarine.jpg,199,biomarine,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043102797898"",""_w2s_shopify_variant_id"":""42665842868298"",""status"":""imported""}}",,,,,import-placeholder-for-676,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:32"
13956,"BioMarine 6 gal",,,"2019-09-03 19:52:32",product,biomarine-6-gal,https://hmoonhydro.com/product/biomarine-6-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,outofstock,no,no,229.28,,"Thanks you for your order!",69,18,12,12,hmh00677,,,229.28,no,no,,,,,,,0,0,,,no,taxable,,1,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/biomarine.jpg,biomarine.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/biomarine.jpg,199,biomarine,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043102142538"",""_w2s_shopify_variant_id"":""42665842376778"",""status"":""imported""}}",,,,,import-placeholder-for-677,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:35"
13957,"BioRoot 2.5 gal",,,"2019-09-03 15:52:36",product,bioroot-2-5-gal,https://hmoonhydro.com/product/bioroot-2-5-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,110.16,,"Thanks you for your order!",31,16,10,7,hmh00678,,,110.16,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/bioroot.jpg,bioroot.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/bioroot.jpg,200,bioroot,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043103092810"",""_w2s_shopify_variant_id"":""42665843228746"",""status"":""imported""}}",,,,,import-placeholder-for-678,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:38"
13958,"BioRoot 6 gal",,,"2019-09-03 15:52:39",product,bioroot-6-gal,https://hmoonhydro.com/product/bioroot-6-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,226.16,,"Thanks you for your order!",69,18,12,12,hmh00679,,,226.16,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/bioroot.jpg,bioroot.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/bioroot.jpg,200,bioroot,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043102961738"",""_w2s_shopify_variant_id"":""42665843195978"",""status"":""imported""}}",,,,,import-placeholder-for-679,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:41"
13959,"BioWeed 2.5 gal",,,"2019-09-03 15:52:42",product,bioweed-2-5-gal,https://hmoonhydro.com/product/bioweed-2-5-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,141.24,,"Thanks you for your order!",31,16,10,7,hmh00680,,,141.24,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/bio-weed.jpg,bio-weed.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/bio-weed.jpg,202,bio-weed,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043103617098"",""_w2s_shopify_variant_id"":""42665843621962"",""status"":""imported""}}",,,,,import-placeholder-for-680,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:45"
13960,"BioWeed 6 gal",,,"2019-09-03 15:52:45",product,bioweed-6-gal,https://hmoonhydro.com/product/bioweed-6-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,330,,"Thanks you for your order!",69,18,12,12,hmh00681,,,330,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/bio-weed.jpg,bio-weed.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/bio-weed.jpg,202,bio-weed,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043103453258"",""_w2s_shopify_variant_id"":""42665843589194"",""status"":""imported""}}",,,,,import-placeholder-for-681,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:48"
13961,"CaMg+ 2.5 gal",,,"2019-09-03 15:52:49",product,camg-2-5-gal,https://hmoonhydro.com/product/camg-2-5-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,137.5,,"Thanks you for your order!",31,16,10,7,hmh00682,,,137.5,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/camg.jpg,camg.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/camg.jpg,236,camg,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043104927818"",""_w2s_shopify_variant_id"":""42665845391434"",""status"":""imported""}}",,,,,import-placeholder-for-682,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:51"
13962,"CaMg+ 6 gal",,,"2019-09-03 15:52:52",product,camg-6-gal,https://hmoonhydro.com/product/camg-6-gal/,"General Hydroponics",,"Nutrients &amp; Supplements > General Organics",,simple,hidden,No,Domestic,No,,,instock,no,no,314.5,,"Thanks you for your order!",69,18,12,12,hmh00683,,,314.5,no,no,,,,,,,0,0,,,no,taxable,,0,,,0,0,,,0,,,0,,,default,,,,default,,,0,,,default,,,default,1,0,0,0,0,0,0,0,,,large,,,,,"{""blockGraphs"":[],""customGraphs"":[],""default"":{""data"":{""Article"":[],""Course"":[],""Dataset"":[],""FAQPage"":[],""Movie"":[],""Person"":[],""Product"":[],""ProductReview"":[],""Car"":[],""Recipe"":[],""Service"":[],""SoftwareApplication"":[],""WebPage"":[]},""graphName"":"""",""isEnabled"":true},""graphs"":[]}",default,,https://hmoonhydro.com/wp-content/uploads/2019/08/camg.jpg,camg.jpg,/home/wp_9dm4yz/hmoonhydro.com/wp-content/uploads/2019/08/camg.jpg,236,camg,,,,,,,,,,,,1,nuwud,nuwud@nuwudmultimedia.com,Patrick,Wood,,,,,,,,,,0,,,,,,,,"{""h-moon-hydro.myshopify.com"":{""_w2s_shopify_product_id"":""8043104862282"",""_w2s_shopify_variant_id"":""42665845260362"",""status"":""imported""}}",,,,,import-placeholder-for-683,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,,,0,,,0,closed,"2024-09-16 01:00:54"
